City,Users,New.Users,Sessions,Bounce.Rate,Pages...Session,Avg..Session.Duration,Goal.Conversion.Rate,Goal.Completions,Goal.Value,Date
Orlando,1,0,2,50.00%,1.5,0:00:11,0.00%,0,$0.00 ,20181028
Athens,1,0,5,20.00%,4.2,0:07:39,0.00%,0,$0.00 ,20181028
Kennesaw,1,0,1,0.00%,2,0:00:05,0.00%,0,$0.00 ,20181028
Loganville,1,1,2,50.00%,1.5,0:00:02,0.00%,0,$0.00 ,20181028
Riverdale,1,1,1,0.00%,3,0:02:43,0.00%,0,$0.00 ,20181028
Boston,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181028
Hyattsville,1,0,1,0.00%,2,0:00:05,0.00%,0,$0.00 ,20181028
Kansas City,1,1,1,0.00%,2,0:00:26,0.00%,0,$0.00 ,20181028
Apex,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181028
Burlington,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181028
Carrboro,1,0,1,0.00%,3,0:28:22,0.00%,0,$0.00 ,20181028
Eden,1,0,1,0.00%,2,0:00:02,0.00%,0,$0.00 ,20181028
Elm City,1,1,1,0.00%,11,0:12:12,0.00%,0,$0.00 ,20181028
Graham,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181028
Greenville,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181028
Jacksonville,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181028
Knightdale,1,0,1,0.00%,2,0:00:12,0.00%,0,$0.00 ,20181028
Shelby,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181028
Sylva,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181028
Welcome,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181028
Wendell,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181028
Whiteville,1,0,1,0.00%,5,0:03:06,0.00%,0,$0.00 ,20181028
Whittier,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181028
Zebulon,1,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181028
Newark,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181028
Totowa,1,0,1,0.00%,13,0:29:17,0.00%,0,$0.00 ,20181028
Poughkeepsie,1,1,2,50.00%,1.5,0:00:10,0.00%,0,$0.00 ,20181028
White Plains,1,1,4,50.00%,2.5,0:02:14,0.00%,0,$0.00 ,20181028
Columbus,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181028
Reynoldsburg,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181028
Oklahoma City,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181028
Blue Bell,1,0,1,0.00%,2,0:00:22,0.00%,0,$0.00 ,20181028
Pittsburgh,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181028
Blythewood,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181028
Spartanburg,1,1,1,0.00%,4,0:20:35,0.00%,0,$0.00 ,20181028
Houston,1,1,1,0.00%,2,0:00:18,0.00%,0,$0.00 ,20181028
Danville,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181028
Hampton,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181028
Leesburg,1,1,2,0.00%,2.5,0:00:38,0.00%,0,$0.00 ,20181028
Williamsburg,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181028
Dock Junction,1,0,1,0.00%,3,0:23:59,0.00%,0,$0.00 ,20181028
North Druid Hills,1,0,3,66.67%,1.67,0:04:19,0.00%,0,$0.00 ,20181028
Panthersville,1,0,1,0.00%,4,0:29:33,0.00%,0,$0.00 ,20181028
Potomac Falls,1,0,1,0.00%,3,0:36:55,0.00%,0,$0.00 ,20181028
,404,147,546,53.11%,2.16,0:03:35,0.00%,0,$0.00 ,20181028
Durham,190,74,254,54.33%,2.02,0:03:31,0.00%,0,$0.00 ,20181104
Charlotte,39,13,46,41.30%,2.17,0:03:57,0.00%,0,$0.00 ,20181104
Raleigh,31,13,46,65.22%,1.91,0:03:54,0.00%,0,$0.00 ,20181104
Atlanta,16,7,19,57.89%,2.26,0:05:27,0.00%,0,$0.00 ,20181104
Franklin,10,2,15,66.67%,1.8,0:06:23,0.00%,0,$0.00 ,20181104
Chapel Hill,8,2,10,40.00%,2.7,0:07:38,0.00%,0,$0.00 ,20181104
Greensboro,7,1,8,75.00%,1.5,0:04:38,0.00%,0,$0.00 ,20181104
Hillsborough,5,0,10,60.00%,1.8,0:00:19,0.00%,0,$0.00 ,20181104
Cary,4,2,5,60.00%,1.6,0:00:12,0.00%,0,$0.00 ,20181104
Creedmoor,4,2,6,16.67%,3.17,0:01:00,0.00%,0,$0.00 ,20181104
(not set),3,2,3,33.33%,1.67,0:08:42,0.00%,0,$0.00 ,20181104
Miami,3,1,3,33.33%,3.33,0:13:30,0.00%,0,$0.00 ,20181104
Winston-Salem,3,0,6,0.00%,3.83,0:06:45,0.00%,0,$0.00 ,20181104
New York,3,2,4,0.00%,2.5,0:01:12,0.00%,0,$0.00 ,20181104
Virginia Beach,3,0,5,60.00%,3.4,0:01:01,0.00%,0,$0.00 ,20181104
Tallahassee,2,1,2,50.00%,3,0:01:16,0.00%,0,$0.00 ,20181104
Matthews,2,2,3,66.67%,1.33,0:01:04,0.00%,0,$0.00 ,20181104
Sylva,2,1,2,50.00%,1.5,0:02:39,0.00%,0,$0.00 ,20181104
Norfolk,2,1,2,0.00%,4,0:01:43,0.00%,0,$0.00 ,20181104
Bay Minette,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181104
Corona,1,0,2,50.00%,2,0:14:10,0.00%,0,$0.00 ,20181104
Washington,1,1,1,0.00%,4,0:03:03,0.00%,0,$0.00 ,20181104
Orlando,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181104
Columbus,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181104
Marietta,1,0,2,0.00%,2,0:00:07,0.00%,0,$0.00 ,20181104
Chicago,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181104
Frankfort,1,1,1,0.00%,7,0:32:14,0.00%,0,$0.00 ,20181104
Hyattsville,1,0,1,0.00%,2,0:00:03,0.00%,0,$0.00 ,20181104
Oxford,1,0,1,0.00%,17,0:42:26,0.00%,0,$0.00 ,20181104
Apex,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181104
Burlington,1,0,1,0.00%,5,0:15:15,0.00%,0,$0.00 ,20181104
Butner,1,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181104
Clayton,1,0,1,0.00%,3,0:00:32,0.00%,0,$0.00 ,20181104
Cornelius,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181104
Graham,1,0,1,0.00%,2,0:00:02,0.00%,0,$0.00 ,20181104
High Point,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181104
Knightdale,1,0,1,0.00%,4,0:00:39,0.00%,0,$0.00 ,20181104
Leland,1,0,1,0.00%,2,0:19:50,0.00%,0,$0.00 ,20181104
Monroe,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181104
Murphy,1,1,1,0.00%,2,0:00:02,0.00%,0,$0.00 ,20181104
Oxford,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181104
Raeford,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181104
Rockingham,1,0,1,0.00%,7,0:29:07,0.00%,0,$0.00 ,20181104
Roxboro,1,0,1,0.00%,3,0:27:37,0.00%,0,$0.00 ,20181104
Timberlake,1,1,2,50.00%,1.5,0:00:03,0.00%,0,$0.00 ,20181104
Wake Forest,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181104
Weaverville,1,1,1,0.00%,2,0:03:48,0.00%,0,$0.00 ,20181104
Wendell,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181104
Wilson,1,0,1,0.00%,2,0:01:33,0.00%,0,$0.00 ,20181104
Oklahoma City,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181104
Lititz,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181104
Philadelphia,1,0,4,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181104
Pittsburgh,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181104
Washington,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181104
Blythewood,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181104
Columbia,1,1,2,50.00%,1.5,0:00:04,0.00%,0,$0.00 ,20181104
Walterboro,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181104
Nashville,1,1,3,66.67%,1.33,0:00:17,0.00%,0,$0.00 ,20181104
Frisco,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181104
Blacksburg,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181104
Danville,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181104
McGaheysville,1,0,4,0.00%,2.25,0:00:16,0.00%,0,$0.00 ,20181104
Bellingham,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181104
Brookhaven,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181104
Candler-McAfee,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181104
Fearrington,1,1,1,0.00%,5,0:02:41,0.00%,0,$0.00 ,20181104
Forest Acres,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181104
Friendly,1,0,1,0.00%,2,0:00:06,0.00%,0,$0.00 ,20181104
North Druid Hills,1,0,1,0.00%,2,0:00:03,0.00%,0,$0.00 ,20181104
Saint Charles,1,1,1,0.00%,2,0:00:02,0.00%,0,$0.00 ,20181104
Tysons,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181104
,389,145,516,53.49%,2.08,0:03:43,0.00%,0,$0.00 ,20181104
Durham,200,79,287,47.74%,2.25,0:04:57,0.00%,0,$0.00 ,20181111
Charlotte,48,18,59,37.29%,2.15,0:03:45,0.00%,0,$0.00 ,20181111
Raleigh,43,15,55,40.00%,2.67,0:04:55,0.00%,0,$0.00 ,20181111
Franklin,18,4,26,50.00%,2.12,0:04:24,0.00%,0,$0.00 ,20181111
Atlanta,13,4,20,65.00%,2.25,0:01:45,0.00%,0,$0.00 ,20181111
Chapel Hill,10,2,14,35.71%,1.93,0:02:12,0.00%,0,$0.00 ,20181111
Virginia Beach,10,7,18,44.44%,2.39,0:04:08,0.00%,0,$0.00 ,20181111
Cary,8,3,13,61.54%,1.38,0:01:47,0.00%,0,$0.00 ,20181111
Greensboro,8,7,12,50.00%,3.58,0:06:22,0.00%,0,$0.00 ,20181111
(not set),6,5,7,71.43%,2.43,0:09:35,0.00%,0,$0.00 ,20181111
Mebane,6,2,7,28.57%,2.43,0:09:26,0.00%,0,$0.00 ,20181111
Miami,5,0,6,50.00%,3,0:11:51,0.00%,0,$0.00 ,20181111
Creedmoor,5,1,7,14.29%,4.71,0:07:24,0.00%,0,$0.00 ,20181111
Hillsborough,5,1,5,40.00%,1.8,0:00:09,0.00%,0,$0.00 ,20181111
Winston-Salem,4,2,7,28.57%,2.43,0:01:57,0.00%,0,$0.00 ,20181111
Ashburn,4,4,4,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181111
Los Angeles,3,3,4,25.00%,6.75,0:11:12,0.00%,0,$0.00 ,20181111
Chicago,3,0,3,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181111
Knightdale,3,1,4,0.00%,2.75,0:13:53,0.00%,0,$0.00 ,20181111
Wake Forest,3,1,3,0.00%,3,0:01:15,0.00%,0,$0.00 ,20181111
New York,3,1,4,25.00%,2,0:07:17,0.00%,0,$0.00 ,20181111
Philadelphia,3,0,4,50.00%,2.75,0:03:56,0.00%,0,$0.00 ,20181111
Columbia,3,3,6,0.00%,4.67,0:01:22,0.00%,0,$0.00 ,20181111
Hampton,3,3,4,0.00%,2.75,0:01:20,0.00%,0,$0.00 ,20181111
Washington,2,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181111
Burlington,2,0,3,66.67%,2,0:06:44,0.00%,0,$0.00 ,20181111
Leland,2,1,4,75.00%,1.25,0:00:06,0.00%,0,$0.00 ,20181111
Marion,2,0,3,66.67%,1.67,0:06:26,0.00%,0,$0.00 ,20181111
Tel Aviv-Yafo,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181111
Tiberias,1,1,2,0.00%,4,0:05:13,0.00%,0,$0.00 ,20181111
Corona,1,0,1,0.00%,3,0:18:54,0.00%,0,$0.00 ,20181111
San Francisco,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181111
New Haven,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181111
Lake City,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181111
Orlando,1,0,1,0.00%,2,0:00:04,0.00%,0,$0.00 ,20181111
Marietta,1,0,1,0.00%,2,0:00:08,0.00%,0,$0.00 ,20181111
Stockbridge,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181111
Emporia,1,0,1,0.00%,3,0:02:05,0.00%,0,$0.00 ,20181111
Hyattsville,1,0,1,0.00%,4,0:21:14,0.00%,0,$0.00 ,20181111
Cashiers,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181111
Cherokee,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181111
Fayetteville,1,0,1,0.00%,2,0:16:55,0.00%,0,$0.00 ,20181111
Garner,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181111
Greenville,1,1,1,0.00%,7,0:11:08,0.00%,0,$0.00 ,20181111
Mocksville,1,1,1,0.00%,2,0:00:10,0.00%,0,$0.00 ,20181111
Morrisville,1,0,1,0.00%,2,0:00:07,0.00%,0,$0.00 ,20181111
Oxford,1,0,4,25.00%,4.75,0:13:26,0.00%,0,$0.00 ,20181111
Pittsboro,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181111
Robbinsville,1,1,1,0.00%,2,0:00:25,0.00%,0,$0.00 ,20181111
Stoneville,1,0,2,50.00%,2,0:01:36,0.00%,0,$0.00 ,20181111
Swannanoa,1,0,2,50.00%,2,0:04:13,0.00%,0,$0.00 ,20181111
Sylva,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181111
Wendell,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181111
Whiteville,1,0,1,0.00%,9,0:19:34,0.00%,0,$0.00 ,20181111
Wilson,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181111
Zebulon,1,0,1,0.00%,2,0:15:03,0.00%,0,$0.00 ,20181111
Jackson,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181111
Phillipsburg,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181111
Las Vegas,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181111
Newburgh,1,0,1,0.00%,2,0:10:55,0.00%,0,$0.00 ,20181111
Cincinnati,1,1,1,0.00%,2,0:00:05,0.00%,0,$0.00 ,20181111
Dublin,1,1,2,0.00%,2,0:04:04,0.00%,0,$0.00 ,20181111
Portland,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181111
Pittsburgh,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181111
York,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181111
Dallas,1,1,1,0.00%,2,0:00:21,0.00%,0,$0.00 ,20181111
Houston,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181111
Irving,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181111
Longview,1,0,1,0.00%,10,0:12:00,0.00%,0,$0.00 ,20181111
Charlottesville,1,0,3,33.33%,2.33,0:08:27,0.00%,0,$0.00 ,20181111
Richmond,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181111
Candler-McAfee,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181111
Duck,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181111
Friendly,1,0,2,0.00%,2,0:00:09,0.00%,0,$0.00 ,20181111
North Druid Hills,1,0,1,0.00%,5,0:06:31,0.00%,0,$0.00 ,20181111
Oxon Hill-Glassmanor,1,1,1,0.00%,2,0:00:46,0.00%,0,$0.00 ,20181111
Palmetto Bay,1,0,1,0.00%,6,0:10:01,0.00%,0,$0.00 ,20181111
Sandy Springs,1,0,1,0.00%,4,0:35:07,0.00%,0,$0.00 ,20181111
Saint Charles,1,0,1,0.00%,4,0:19:17,0.00%,0,$0.00 ,20181111
West Springfield,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181111
,477,182,657,45.81%,2.36,0:04:38,0.00%,0,$0.00 ,20181111
Durham,196,59,254,50.79%,2.21,0:02:20,0.00%,0,$0.00 ,20181118
Charlotte,37,14,47,42.55%,2.13,0:03:03,0.00%,0,$0.00 ,20181118
Raleigh,35,10,44,50.00%,2.55,0:02:15,0.00%,0,$0.00 ,20181118
Cary,11,3,15,60.00%,1.6,0:00:26,0.00%,0,$0.00 ,20181118
Atlanta,10,6,14,42.86%,1.86,0:03:38,0.00%,0,$0.00 ,20181118
Franklin,10,4,12,33.33%,1.83,0:02:43,0.00%,0,$0.00 ,20181118
Chapel Hill,8,3,9,55.56%,2,0:03:45,0.00%,0,$0.00 ,20181118
Hillsborough,4,1,9,44.44%,2.44,0:03:34,0.00%,0,$0.00 ,20181118
Wake Forest,4,0,4,75.00%,4.25,0:29:28,0.00%,0,$0.00 ,20181118
Winston-Salem,4,1,8,50.00%,1.5,0:00:06,0.00%,0,$0.00 ,20181118
Creedmoor,3,0,3,33.33%,1.67,0:00:10,0.00%,0,$0.00 ,20181118
Mebane,3,0,3,33.33%,1.67,0:00:02,0.00%,0,$0.00 ,20181118
Nashville,3,2,3,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181118
North Druid Hills,3,2,4,50.00%,1.5,0:00:04,0.00%,0,$0.00 ,20181118
(not set),2,1,2,0.00%,3,0:25:32,0.00%,0,$0.00 ,20181118
Miami,2,0,5,60.00%,1.4,0:00:03,0.00%,0,$0.00 ,20181118
Henderson,2,2,2,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181118
Mars Hill,2,1,2,50.00%,1.5,0:00:02,0.00%,0,$0.00 ,20181118
Philadelphia,2,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181118
Norfolk,2,0,2,50.00%,2,0:01:02,0.00%,0,$0.00 ,20181118
Virginia Beach,2,1,6,16.67%,2.33,0:05:05,0.00%,0,$0.00 ,20181118
Corona,1,0,3,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181118
New Haven,1,1,1,0.00%,2,0:00:49,0.00%,0,$0.00 ,20181118
Waterbury,1,1,1,0.00%,4,0:17:55,0.00%,0,$0.00 ,20181118
Orlando,1,0,1,0.00%,5,0:36:04,0.00%,0,$0.00 ,20181118
Carrollton,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181118
Marietta,1,0,1,0.00%,2,0:00:05,0.00%,0,$0.00 ,20181118
Chicago,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181118
Catonsville,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181118
Asheville,1,0,1,0.00%,2,0:00:25,0.00%,0,$0.00 ,20181118
Bailey,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181118
Burlington,1,1,2,50.00%,1.5,0:00:04,0.00%,0,$0.00 ,20181118
Candler,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181118
Clayton,1,0,2,50.00%,2,0:07:18,0.00%,0,$0.00 ,20181118
Eden,1,0,1,0.00%,3,0:29:49,0.00%,0,$0.00 ,20181118
Graham,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181118
Greensboro,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181118
Knightdale,1,0,1,0.00%,2,0:00:10,0.00%,0,$0.00 ,20181118
Leland,1,0,3,66.67%,1.33,0:03:04,0.00%,0,$0.00 ,20181118
Marion,1,0,3,66.67%,1.33,0:04:36,0.00%,0,$0.00 ,20181118
Mocksville,1,0,2,0.00%,2,0:00:13,0.00%,0,$0.00 ,20181118
Oxford,1,0,3,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181118
Siler City,1,1,1,0.00%,8,0:05:00,0.00%,0,$0.00 ,20181118
Swannanoa,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181118
Swansboro,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181118
Sylva,1,0,2,0.00%,2,0:00:04,0.00%,0,$0.00 ,20181118
Weaverville,1,0,1,0.00%,3,0:03:41,0.00%,0,$0.00 ,20181118
Wendell,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181118
Whiteville,1,0,3,66.67%,1.33,0:00:03,0.00%,0,$0.00 ,20181118
Wilmington,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181118
Jackson,1,0,1,0.00%,2,0:00:09,0.00%,0,$0.00 ,20181118
New York,1,1,2,0.00%,2.5,0:01:55,0.00%,0,$0.00 ,20181118
Newburgh,1,0,3,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181118
Bethel Park,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181118
Pittsburgh,1,0,1,0.00%,2,0:01:20,0.00%,0,$0.00 ,20181118
Blythewood,1,0,3,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181118
Charleston,1,1,1,0.00%,19,0:13:19,0.00%,0,$0.00 ,20181118
Clemson,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181118
Columbia,1,1,1,0.00%,2,0:00:07,0.00%,0,$0.00 ,20181118
Kingstree,1,0,1,0.00%,2,0:00:05,0.00%,0,$0.00 ,20181118
Charlottesville,1,1,1,0.00%,3,0:01:53,0.00%,0,$0.00 ,20181118
Madison,1,1,1,0.00%,4,0:13:55,0.00%,0,$0.00 ,20181118
Friendly,1,1,1,0.00%,2,0:00:05,0.00%,0,$0.00 ,20181118
Sandy Springs,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181118
,388,127,512,50.20%,2.14,0:02:39,0.00%,0,$0.00 ,20181118
Durham,176,53,228,47.37%,2.19,0:03:04,0.00%,0,$0.00 ,20181125
Charlotte,49,19,63,42.86%,2.19,0:03:30,0.00%,0,$0.00 ,20181125
Raleigh,40,14,60,43.33%,1.73,0:01:36,0.00%,0,$0.00 ,20181125
Atlanta,12,6,15,40.00%,2.87,0:07:33,0.00%,0,$0.00 ,20181125
Cary,11,3,14,42.86%,2.21,0:06:40,0.00%,0,$0.00 ,20181125
Chapel Hill,10,2,13,38.46%,1.62,0:00:06,0.00%,0,$0.00 ,20181125
Franklin,8,2,14,71.43%,1.43,0:02:11,0.00%,0,$0.00 ,20181125
Miami,4,1,4,50.00%,2.5,0:06:23,0.00%,0,$0.00 ,20181125
Hillsborough,4,1,4,50.00%,2,0:05:20,0.00%,0,$0.00 ,20181125
Mebane,4,1,5,80.00%,3.4,0:03:28,0.00%,0,$0.00 ,20181125
Surprise,3,2,4,25.00%,3.5,0:10:05,0.00%,0,$0.00 ,20181125
Washington,3,2,3,33.33%,2,0:04:57,0.00%,0,$0.00 ,20181125
Creedmoor,3,1,3,66.67%,1.33,0:00:03,0.00%,0,$0.00 ,20181125
Oxon Hill-Glassmanor,3,3,3,33.33%,2,0:00:12,0.00%,0,$0.00 ,20181125
Burlington,2,1,3,33.33%,2,0:04:08,0.00%,0,$0.00 ,20181125
Clayton,2,0,2,50.00%,1.5,0:00:10,0.00%,0,$0.00 ,20181125
Garner,2,0,2,50.00%,2,0:00:21,0.00%,0,$0.00 ,20181125
Henderson,2,2,2,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181125
Kernersville,2,0,2,50.00%,2,0:00:13,0.00%,0,$0.00 ,20181125
Knightdale,2,1,2,50.00%,1.5,0:00:10,0.00%,0,$0.00 ,20181125
Oxford,2,1,2,50.00%,9,0:08:06,0.00%,0,$0.00 ,20181125
Sylva,2,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181125
Winston-Salem,2,0,3,66.67%,2,0:01:38,0.00%,0,$0.00 ,20181125
New York,2,1,4,75.00%,1.25,0:01:41,0.00%,0,$0.00 ,20181125
Philadelphia,2,0,2,50.00%,1.5,0:00:37,0.00%,0,$0.00 ,20181125
Dallas,2,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181125
Charlottesville,2,1,4,75.00%,1.25,0:00:03,0.00%,0,$0.00 ,20181125
Dubai,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181125
High Wycombe,1,1,1,0.00%,3,0:00:43,0.00%,0,$0.00 ,20181125
Clayton,1,0,1,0.00%,6,0:03:34,0.00%,0,$0.00 ,20181125
DeFuniak Springs,1,1,2,0.00%,5.5,0:06:44,0.00%,0,$0.00 ,20181125
Tallahassee,1,0,2,50.00%,1.5,0:00:05,0.00%,0,$0.00 ,20181125
Augusta,1,0,3,66.67%,1.33,0:00:09,0.00%,0,$0.00 ,20181125
Hinesville,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181125
Marietta,1,0,2,0.00%,2,0:00:07,0.00%,0,$0.00 ,20181125
Newnan,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181125
Cedar Rapids,1,1,1,0.00%,2,0:00:06,0.00%,0,$0.00 ,20181125
Chicago,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181125
Hyattsville,1,0,1,0.00%,2,0:00:04,0.00%,0,$0.00 ,20181125
Kansas City,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181125
Carrboro,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181125
Concord,1,1,1,0.00%,2,0:00:03,0.00%,0,$0.00 ,20181125
Elm City,1,0,1,0.00%,2,0:00:03,0.00%,0,$0.00 ,20181125
Goldsboro,1,0,1,0.00%,4,0:16:05,0.00%,0,$0.00 ,20181125
Greensboro,1,0,1,0.00%,4,0:01:04,0.00%,0,$0.00 ,20181125
High Point,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181125
Marion,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181125
Pittsboro,1,0,1,0.00%,2,0:17:44,0.00%,0,$0.00 ,20181125
Swannanoa,1,0,1,0.00%,2,0:03:39,0.00%,0,$0.00 ,20181125
Wake Forest,1,0,1,0.00%,2,0:01:47,0.00%,0,$0.00 ,20181125
Wendell,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181125
Cherry Hill,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181125
Newark,1,1,1,0.00%,2,0:00:14,0.00%,0,$0.00 ,20181125
Portland,1,0,2,50.00%,1.5,0:00:23,0.00%,0,$0.00 ,20181125
Blythewood,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181125
Kingstree,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181125
Myrtle Beach,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181125
Clarksville,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181125
